n,tempo_de_execucao
77410,0.000363 segundos
77510,0.000367 segundos
77610,0.000344 segundos
77710,0.000343 segundos
77810,0.000382 segundos
77910,0.00051 segundos
78010,0.000339 segundos
78110,0.000326 segundos
78210,0.000336 segundos
78310,0.000339 segundos
78410,0.0004 segundos
78510,0.000327 segundos
78610,0.000337 segundos
78710,0.000336 segundos
78810,0.000402 segundos
78910,0.000317 segundos
79010,0.000353 segundos
79110,0.000348 segundos
79210,0.00035 segundos
79310,0.000394 segundos
79410,0.000358 segundos
79510,0.000336 segundos
79610,0.000351 segundos
79710,0.000382 segundos
79810,0.000509 segundos
79910,0.000345 segundos
80010,0.000347 segundos
80110,0.000339 segundos
80210,0.000356 segundos
80310,0.000511 segundos
80410,0.000409 segundos
80510,0.000384 segundos
80610,0.000316 segundos
80710,0.000334 segundos
80810,0.000369 segundos
80910,0.00035 segundos
81010,0.000379 segundos
81110,0.000502 segundos
81210,0.000345 segundos
81310,0.000351 segundos
81410,0.000386 segundos
81510,0.000455 segundos
81610,0.000345 segundos
81710,0.000355 segundos
81810,0.000455 segundos
81910,0.000372 segundos
82010,0.000377 segundos
82110,0.000331 segundos
82210,0.000498 segundos
82310,0.000471 segundos
82410,0.000361 segundos
82510,0.000368 segundos
82610,0.000368 segundos
82710,0.000365 segundos
82810,0.000477 segundos
82910,0.000353 segundos
83010,0.000435 segundos
83110,0.000553 segundos
83210,0.000364 segundos
83310,0.000345 segundos
83410,0.000587 segundos
83510,0.000397 segundos
83610,0.000371 segundos
83710,0.000379 segundos
83810,0.000597 segundos
83910,0.000526 segundos
84010,0.00037 segundos
84110,0.00057 segundos
84210,0.000434 segundos
84310,0.0004 segundos
84410,0.000421 segundos
84510,0.000361 segundos
84610,0.000348 segundos
84710,0.000355 segundos
84810,0.000501 segundos
84910,0.000332 segundos
85010,0.000592 segundos
85110,0.000362 segundos
85210,0.000342 segundos
85310,0.000356 segundos
85410,0.00036 segundos
85510,0.000414 segundos
85610,0.000364 segundos
85710,0.000374 segundos
85810,0.000358 segundos
85910,0.000379 segundos
86010,0.000402 segundos
86110,0.000383 segundos
86210,0.000416 segundos
86310,0.000383 segundos
86410,0.000382 segundos
86510,0.000453 segundos
86610,0.000379 segundos
86710,0.000354 segundos
86810,0.000433 segundos
86910,0.000635 segundos
87010,0.000404 segundos
87110,0.000423 segundos
87210,0.000383 segundos
87310,0.000589 segundos
87410,0.000394 segundos
87510,0.000343 segundos
87610,0.000359 segundos
87710,0.000408 segundos
87810,0.00039 segundos
87910,0.000399 segundos
88010,0.0004 segundos
88110,0.000644 segundos
88210,0.000411 segundos
88310,0.000381 segundos
88410,0.000361 segundos
88510,0.000428 segundos
88610,0.000367 segundos
88710,0.000368 segundos
88810,0.000367 segundos
88910,0.000506 segundos
89010,0.000412 segundos
89110,0.000397 segundos
89210,0.000373 segundos
89310,0.000465 segundos
89410,0.000396 segundos
89510,0.000385 segundos
